Week,Snail,Infected,Food,Length,Eggs,C_Eggs,Cerc,C_Cercs,Alive
1,1,Y,3 week,5.4,0,0,0,0,1
2,1,Y,3 week,6.7,0,0,0,0,1
3,1,Y,3 week,6.8,0,0,0,0,1
4,1,Y,3 week,6.8,0,0,106,106,1
5,1,Y,3 week,7.2,0,0,423.34,529,1
6,1,Y,3 week,7.2,0,0,200,729,1
7,1,Y,3 week,7.2,0,0,42,771,1
8,1,Y,3 week,7.2,,,,,0
9,1,Y,3 week,,,,,,0
10,1,Y,3 week,,,,,,0
11,1,Y,3 week,,,,,,0
12,1,Y,3 week,,,,,,0
13,1,Y,3 week,,,,,,0
14,1,Y,3 week,,,,,,0
1,2,Y,3 week,4.7,0,0,0,0,1
2,2,Y,3 week,5.6,0,0,0,0,1
3,2,Y,3 week,5.6,0,0,0,0,1
4,2,Y,3 week,5.8,0,0,99,99,1
5,2,Y,3 week,6.2,0,0,364.35,463,1
6,2,Y,3 week,6.4,0,0,281.07,744,1
7,2,Y,3 week,6.4,0,0,5,749,1
8,2,Y,3 week,6.4,0,0,0,749,1
9,2,Y,3 week,6.3,,,,,0
10,2,Y,3 week,,,,,,0
11,2,Y,3 week,,,,,,0
12,2,Y,3 week,,,,,,0
13,2,Y,3 week,,,,,,0
14,2,Y,3 week,,,,,,0
1,3,Y,3 week,5.5,0,0,0,0,1
2,3,Y,3 week,6.9,0,0,0,0,1
3,3,Y,3 week,7.3,0,0,0,0,1
4,3,Y,3 week,7.4,0,0,41,41,1
5,3,Y,3 week,7.9,0,0,440.69,482,1
6,3,Y,3 week,8,0,0,126,608,1
7,3,Y,3 week,8.2,0,0,33,641,1
8,3,Y,3 week,8.4,0,0,141,782,1
9,3,Y,3 week,8.3,0,0,186,968,1
10,3,Y,3 week,8.4,0,0,155,1123,1
11,3,Y,3 week,8.5,0,0,374.76,1497,1
12,3,Y,3 week,8.6,0,0,530.91,2028,1
13,3,Y,3 week,8.9,0,0,496.21,2525,1
14,3,Y,3 week,9,0,0,430.28,2955,1
1,4,Y,3 week,5.4,0,0,0,0,1
2,4,Y,3 week,6.1,0,0,0,0,1
3,4,Y,3 week,7.1,0,0,0,0,1
4,4,Y,3 week,7.3,0,0,249.84,250,1
5,4,Y,3 week,7.5,0,0,916.08,1166,1
6,4,Y,3 week,7.6,0,0,537.85,1704,1
7,4,Y,3 week,7.9,0,0,30,1734,1
8,4,Y,3 week,8,0,0,496.21,2230,1
9,4,Y,3 week,8.2,0,0,784.22,3014,1
10,4,Y,3 week,8.2,0,0,711.35,3726,1
11,4,Y,3 week,8.3,0,0,687.06,4413,1
12,4,Y,3 week,8.4,0,0,253.31,4666,1
13,4,Y,3 week,8.8,0,0,919.55,5585,1
14,4,Y,3 week,9.2,0,0,1977.9,7563,1
1,5,Y,3 week,5.5,0,0,0,0,1
2,5,Y,3 week,6.8,0,0,0,0,1
3,5,Y,3 week,7.1,0,0,0,0,1
4,5,Y,3 week,7.5,0,0,94,94,1
5,5,Y,3 week,7.9,0,0,662.77,757,1
6,5,Y,3 week,7.9,0,0,194,951,1
7,5,Y,3 week,8.1,0,0,24,975,1
8,5,Y,3 week,8.1,0,0,109,1084,1
9,5,Y,3 week,8.2,0,0,182,1266,1
10,5,Y,3 week,8.2,0,0,617.66,1883,1
11,5,Y,3 week,8.2,0,0,119,2002,1
12,5,Y,3 week,8.2,0,0,126,2128,1
13,5,Y,3 week,8.5,0,0,600.31,2729,1
14,5,Y,3 week,8.9,0,0,798.1,3527,1
1,7,Y,3 week,5.4,0,0,0,0,1
2,7,Y,3 week,6.5,0,0,0,0,1
3,7,Y,3 week,6.8,0,0,0,0,1
4,7,Y,3 week,6.9,0,0,126,126,1
5,7,Y,3 week,7.4,0,0,541.32,667,1
6,7,Y,3 week,7.3,0,0,246.37,914,1
7,7,Y,3 week,7.5,0,0,19,933,1
8,7,Y,3 week,7.5,0,0,160,1093,1
9,7,Y,3 week,7.5,0,0,106,1199,1
10,7,Y,3 week,7.7,0,0,174,1373,1
11,7,Y,3 week,7.7,0,0,149,1522,1
12,7,Y,3 week,7.7,0,0,1,1523,1
13,7,Y,3 week,7.6,,,,,0
14,7,Y,3 week,,,,,,0
1,8,Y,3 week,5.1,0,0,0,0,1
2,8,Y,3 week,6.7,0,0,0,0,1
3,8,Y,3 week,6.9,0,0,0,0,1
4,8,Y,3 week,6.8,0,0,926.49,926,1
5,8,Y,3 week,6.9,0,0,468.45,1395,1
6,8,Y,3 week,7.3,0,0,225.55,1620,1
7,8,Y,3 week,7.3,0,0,24,1644,1
8,8,Y,3 week,7.3,0,0,55,1699,1
9,8,Y,3 week,7.3,0,0,0,1699,1
10,8,Y,3 week,7.3,,,,,0
11,8,Y,3 week,,,,,,0
12,8,Y,3 week,,,,,,0
13,8,Y,3 week,,,,,,0
14,8,Y,3 week,,,,,,0
1,11,Y,3 week,5.3,0,0,0,0,1
2,11,Y,3 week,6,0,0,0,0,1
3,11,Y,3 week,6.4,0,0,0,0,1
4,11,Y,3 week,6.3,0,0,582.96,583,1
5,11,Y,3 week,6.7,0,0,102,685,1
6,11,Y,3 week,6.6,0,0,0,685,1
7,11,Y,3 week,6.3,0,0,0,685,1
8,11,Y,3 week,6.3,0,0,0,685,1
9,11,Y,3 week,,,,,,0
10,11,Y,3 week,,,,,,0
11,11,Y,3 week,,,,,,0
12,11,Y,3 week,,,,,,0
13,11,Y,3 week,,,,,,0
14,11,Y,3 week,,,,,,0
1,12,Y,3 week,5.5,0,0,0,0,1
2,12,Y,3 week,6,0,0,0,0,1
3,12,Y,3 week,6.5,0,0,0,0,1
4,12,Y,3 week,6.7,0,0,132,132,1
5,12,Y,3 week,6.7,0,0,288.01,420,1
6,12,Y,3 week,6.8,0,0,385.17,805,1
7,12,Y,3 week,7,0,0,72,877,1
8,12,Y,3 week,7.1,0,0,48,925,1
9,12,Y,3 week,6.9,0,0,31,956,1
10,12,Y,3 week,6.9,0,0,1,957,1
11,12,Y,3 week,7,,,,,0
12,12,Y,3 week,,,,,,0
13,12,Y,3 week,,,,,,0
14,12,Y,3 week,,,,,,0
1,13,Y,3 week,5.1,0,0,0,0,1
2,13,Y,3 week,6.4,0,0,0,0,1
3,13,Y,3 week,6.6,0,0,0,0,1
4,13,Y,3 week,6.7,0,0,673.18,673,1
5,13,Y,3 week,7.3,0,0,305.36,979,1
6,13,Y,3 week,7.5,0,0,167,1146,1
7,13,Y,3 week,7.5,0,0,39,1185,1
8,13,Y,3 week,7.5,0,0,119,1304,1
9,13,Y,3 week,7.6,0,0,326.18,1630,1
10,13,Y,3 week,7.6,0,0,419.87,2050,1
11,13,Y,3 week,7.7,0,0,704.41,2754,1
12,13,Y,3 week,7.7,0,0,336.59,3091,1
13,13,Y,3 week,8.1,0,0,582.96,3674,1
14,13,Y,3 week,8.1,0,0,857.09,4531,1
1,14,Y,3 week,5.1,0,0,0,0,1
2,14,Y,3 week,6.3,0,0,0,0,1
3,14,Y,3 week,6.6,0,0,0,0,1
4,14,Y,3 week,6.5,0,0,419.87,420,1
5,14,Y,3 week,6.8,0,0,160,580,1
6,14,Y,3 week,6.9,0,0,53,633,1
7,14,Y,3 week,6.9,0,0,22,655,1
8,14,Y,3 week,6.9,0,0,2,657,1
9,14,Y,3 week,6.9,0,0,4,661,1
10,14,Y,3 week,6.9,0,0,0,661,1
11,14,Y,3 week,6.9,,,,,0
12,14,Y,3 week,,,,,,0
13,14,Y,3 week,,,,,,0
14,14,Y,3 week,,,,,,0
1,15,Y,3 week,5,0,0,0,0,1
2,15,Y,3 week,5.6,0,0,0,0,1
3,15,Y,3 week,6.4,0,0,0,0,1
4,15,Y,3 week,6,0,0,496.21,496,1
5,15,Y,3 week,6.2,0,0,235.96,732,1
6,15,Y,3 week,6.3,0,0,93.69,826,1
7,15,Y,3 week,6.4,0,0,12,838,1
8,15,Y,3 week,6.4,0,0,119,957,1
9,15,Y,3 week,6.5,0,0,312.3,1269,1
10,15,Y,3 week,6.5,0,0,71,1340,1
11,15,Y,3 week,6.6,0,0,305.36,1646,1
12,15,Y,3 week,6.6,0,0,51,1697,1
13,15,Y,3 week,6.8,0,0,253.31,1950,1
14,15,Y,3 week,7.3,0,0,548.26,2498,1
1,17,Y,3 week,5.2,0,0,0,0,1
2,17,Y,3 week,6.4,0,0,0,0,1
3,17,Y,3 week,6.6,0,0,0,0,1
4,17,Y,3 week,6.8,0,0,231,231,1
5,17,Y,3 week,7.2,0,0,108,339,1
6,17,Y,3 week,7.2,0,0,71,410,1
7,17,Y,3 week,7.5,0,0,5,415,1
8,17,Y,3 week,7.5,0,0,143,558,1
9,17,Y,3 week,7.5,0,0,60,618,1
10,17,Y,3 week,7.5,0,0,222.08,840,1
11,17,Y,3 week,7.5,0,0,222.08,1062,1
12,17,Y,3 week,7.6,0,0,156.15,1218,1
13,17,Y,3 week,7.9,0,0,163.09,1381,1
14,17,Y,3 week,8,0,0,423.34,1805,1
1,18,Y,3 week,4.9,0,0,0,0,1
2,18,Y,3 week,6.3,0,0,0,0,1
3,18,Y,3 week,6.5,0,0,0,0,1
4,18,Y,3 week,6.8,0,0,179,179,1
5,18,Y,3 week,6.8,0,0,364.35,543,1
6,18,Y,3 week,6.9,0,0,440.69,984,1
7,18,Y,3 week,7,0,0,87,1071,1
8,18,Y,3 week,7,0,0,340.06,1411,1
9,18,Y,3 week,6.9,0,0,133,1544,1
10,18,Y,3 week,6.9,0,0,444.16,1988,1
11,18,Y,3 week,7,0,0,694,2682,1
12,18,Y,3 week,7,0,0,187.38,2870,1
13,18,Y,3 week,7.6,0,0,402.52,3272,1
14,18,Y,3 week,7.8,0,0,655.83,3928,1
1,19,Y,3 week,4.8,0,0,0,0,1
2,19,Y,3 week,6.3,0,0,0,0,1
3,19,Y,3 week,6.4,0,0,0,0,1
4,19,Y,3 week,6.3,0,0,579.49,579,1
5,19,Y,3 week,6.6,0,0,340.06,920,1
6,19,Y,3 week,6.7,0,0,61,981,1
7,19,Y,3 week,6.7,0,0,0,981,1
8,19,Y,3 week,6.6,0,0,0,981,1
9,19,Y,3 week,6.5,,,,,0
10,19,Y,3 week,,,,,,0
11,19,Y,3 week,,,,,,0
12,19,Y,3 week,,,,,,0
13,19,Y,3 week,,,,,,0
14,19,Y,3 week,,,,,,0
1,21,Y,3 week,5.3,0,0,0,0,1
2,21,Y,3 week,6.4,0,0,0,0,1
3,21,Y,3 week,7,0,0,0,0,1
4,21,Y,3 week,7,0,0,63,63,1
5,21,Y,3 week,7.2,0,0,308.83,372,1
6,21,Y,3 week,7.3,0,0,430.28,802,1
7,21,Y,3 week,7.5,0,0,44,846,1
8,21,Y,3 week,7.6,0,0,77,923,1
9,21,Y,3 week,7.7,0,0,94,1017,1
10,21,Y,3 week,7.7,0,0,35,1052,1
11,21,Y,3 week,7.7,0,0,73,1125,1
12,21,Y,3 week,7.7,0,0,23,1148,1
13,21,Y,3 week,7.6,0,0,364.35,1512,1
14,21,Y,3 week,7.6,0,0,506.62,2019,1
1,22,Y,3 week,5,0,0,0,0,1
2,22,Y,3 week,6.3,0,0,0,0,1
3,22,Y,3 week,6.5,0,0,0,0,1
4,22,Y,3 week,6.6,0,0,102,102,1
5,22,Y,3 week,6.7,0,0,298.42,400,1
6,22,Y,3 week,6.7,0,0,107,507,1
7,22,Y,3 week,6.8,0,0,2,509,1
8,22,Y,3 week,6.9,0,0,38,547,1
9,22,Y,3 week,6.9,0,0,28,575,1
10,22,Y,3 week,7.1,0,0,220,795,1
11,22,Y,3 week,7.2,0,0,534.38,1330,1
12,22,Y,3 week,7.2,0,0,149,1479,1
13,22,Y,3 week,7.6,0,0,229.02,1708,1
14,22,Y,3 week,8.4,0,0,947.31,2655,1
1,23,N,3 week,5.2,0,0,,,1
2,23,N,3 week,6.2,0,0,,,1
3,23,N,3 week,6.5,0,0,,,1
4,23,N,3 week,6.4,0,0,,,0
5,23,N,3 week,,,,,,0
6,23,N,3 week,,,,,,0
7,23,N,3 week,,,,,,0
8,23,N,3 week,,,,,,0
9,23,N,3 week,,,,,,0
10,23,N,3 week,,,,,,0
11,23,N,3 week,,,,,,0
12,23,N,3 week,,,,,,0
13,23,N,3 week,,,,,,0
14,23,N,3 week,,,,,,0
1,24,N,3 week,4.6,0,0,,,1
2,24,N,3 week,5.3,0,0,,,1
3,24,N,3 week,5.8,0,0,,,1
4,24,N,3 week,6.3,0,0,,,1
5,24,N,3 week,7.1,0,0,,,1
6,24,N,3 week,7.4,0,0,,,1
7,24,N,3 week,7.6,0,0,,,1
8,24,N,3 week,7.8,0,0,,,1
9,24,N,3 week,8.2,0,0,,,1
10,24,N,3 week,8.2,0,0,,,1
11,24,N,3 week,8.5,1,1,,,1
12,24,N,3 week,8.6,0,1,,,1
13,24,N,3 week,8.8,0,1,,,1
14,24,N,3 week,9.2,0,1,,,1
1,25,N,3 week,5,0,0,,,1
2,25,N,3 week,6,0,0,,,1
3,25,N,3 week,6.4,0,0,,,1
4,25,N,3 week,6.8,0,0,,,1
5,25,N,3 week,7.1,0,0,,,1
6,25,N,3 week,7.6,0,0,,,1
7,25,N,3 week,7.8,0,0,,,1
8,25,N,3 week,8.2,0,0,,,1
9,25,N,3 week,8.5,0,0,,,1
10,25,N,3 week,8.6,0,0,,,1
11,25,N,3 week,8.6,0,0,,,1
12,25,N,3 week,8.9,0,0,,,1
13,25,N,3 week,9.5,0,0,,,1
14,25,N,3 week,10.2,3,3,,,1
1,26,N,3 week,5.4,0,0,,,1
2,26,N,3 week,6.4,0,0,,,1
3,26,N,3 week,6.4,0,0,,,1
4,26,N,3 week,7,0,0,,,1
5,26,N,3 week,7.5,0,0,,,1
6,26,N,3 week,7.9,0,0,,,1
7,26,N,3 week,8.1,0,0,,,1
8,26,N,3 week,8.2,0,0,,,1
9,26,N,3 week,8.6,0,0,,,1
10,26,N,3 week,8.6,0,0,,,1
11,26,N,3 week,8.8,0,0,,,1
12,26,N,3 week,9.1,0,0,,,1
13,26,N,3 week,9.9,12,12,,,1
14,26,N,3 week,10.2,12,24,,,1
1,27,N,3 week,5.5,0,0,,,1
2,27,N,3 week,6.2,0,0,,,1
3,27,N,3 week,6.6,0,0,,,1
4,27,N,3 week,7.2,0,0,,,1
5,27,N,3 week,7.6,0,0,,,1
6,27,N,3 week,7.9,0,0,,,1
7,27,N,3 week,7.9,0,0,,,1
8,27,N,3 week,8.1,0,0,,,1
9,27,N,3 week,8.7,0,0,,,1
10,27,N,3 week,8.8,0,0,,,1
11,27,N,3 week,9,0,0,,,1
12,27,N,3 week,9.4,0,0,,,1
13,27,N,3 week,10.3,0,0,,,1
14,27,N,3 week,10.7,3,3,,,1
1,28,N,3 week,5.5,0,0,,,1
2,28,N,3 week,6.5,0,0,,,1
3,28,N,3 week,7,0,0,,,1
4,28,N,3 week,7.5,0,0,,,1
5,28,N,3 week,7.9,0,0,,,1
6,28,N,3 week,8.4,0,0,,,1
7,28,N,3 week,8.5,0,0,,,1
8,28,N,3 week,8.7,0,0,,,1
9,28,N,3 week,9,0,0,,,1
10,28,N,3 week,9.1,0,0,,,1
11,28,N,3 week,9.3,0,0,,,1
12,28,N,3 week,9.5,0,0,,,1
13,28,N,3 week,10.1,0,0,,,1
14,28,N,3 week,10.5,22,22,,,1
1,29,N,3 week,4.4,0,0,,,1
2,29,N,3 week,5.3,0,0,,,1
3,29,N,3 week,5.9,0,0,,,1
4,29,N,3 week,6.5,0,0,,,1
5,29,N,3 week,7.4,0,0,,,1
6,29,N,3 week,7.8,0,0,,,1
7,29,N,3 week,8.1,0,0,,,1
8,29,N,3 week,8.5,0,0,,,1
9,29,N,3 week,9,0,0,,,1
10,29,N,3 week,9.1,0,0,,,1
11,29,N,3 week,9.3,0,0,,,1
12,29,N,3 week,9.7,0,0,,,1
13,29,N,3 week,10.5,0,0,,,1
14,29,N,3 week,11.2,3,3,,,1
1,30,N,3 week,5.6,0,0,,,1
2,30,N,3 week,6.9,0,0,,,1
3,30,N,3 week,6.9,0,0,,,1
4,30,N,3 week,7,0,0,,,1
5,30,N,3 week,7.6,0,0,,,1
6,30,N,3 week,7.8,0,0,,,1
7,30,N,3 week,7.9,0,0,,,1
8,30,N,3 week,8,0,0,,,1
9,30,N,3 week,8.2,0,0,,,1
10,30,N,3 week,8.4,0,0,,,1
11,30,N,3 week,8.5,0,0,,,1
12,30,N,3 week,8.7,0,0,,,1
13,30,N,3 week,9.5,0,0,,,1
14,30,N,3 week,10.1,0,0,,,1
1,31,Y,7 week ,5,0,0,0,0,1
2,31,Y,7 week ,7.1,0,0,0,0,1
3,31,Y,7 week ,7.4,0,0,0,0,1
4,31,Y,7 week ,8.4,0,0,165,165,1
5,31,Y,7 week ,8.5,0,0,573,738,1
6,31,Y,7 week ,9,0,0,253,991,1
7,31,Y,7 week ,9,0,0,364,1355,1
8,31,Y,7 week ,9,0,0,621.13,1976,1
9,31,Y,7 week ,8.9,0,0,485.8,2462,1
10,31,Y,7 week ,8.9,0,0,635.01,3097,1
11,31,Y,7 week ,8.9,0,0,105,3202,1
12,31,Y,7 week ,8.9,0,0,53,3255,1
13,31,Y,7 week ,8.9,0,0,70,3325,1
14,31,Y,7 week ,8.9,9,9,9,3334,1
1,36,Y,7 week ,5.2,0,0,0,0,1
2,36,Y,7 week ,7.7,0,0,0,0,1
3,36,Y,7 week ,8,0,0,0,0,1
4,36,Y,7 week ,9,0,0,13,13,1
5,36,Y,7 week ,9.4,0,0,406,419,1
6,36,Y,7 week ,9.3,0,0,86,505,1
7,36,Y,7 week ,9.4,0,0,100,605,1
8,36,Y,7 week ,9.4,0,0,464.98,1070,1
9,36,Y,7 week ,9.4,0,0,142,1212,1
10,36,Y,7 week ,9.4,0,0,152,1364,1
11,36,Y,7 week ,9.4,0,0,109,1473,1
12,36,Y,7 week ,9.5,0,0,8,1481,1
13,36,Y,7 week ,9.4,,,,,0
14,36,Y,7 week ,,,,,,0
1,37,Y,7 week ,5.6,0,0,0,0,1
2,37,Y,7 week ,7.8,0,0,0,0,1
3,37,Y,7 week ,8.1,0,0,0,0,1
4,37,Y,7 week ,9.2,0,0,0,0,1
5,37,Y,7 week ,9.7,0,0,86,86,1
6,37,Y,7 week ,9.7,0,0,62,148,1
7,37,Y,7 week ,9.8,0,0,208,356,1
8,37,Y,7 week ,9.9,0,0,454.57,811,1
9,37,Y,7 week ,10,0,0,742.58,1553,1
10,37,Y,7 week ,10,0,0,600.31,2153,1
11,37,Y,7 week ,10,0,0,343.53,2497,1
12,37,Y,7 week ,10.1,0,0,468.45,2965,1
13,37,Y,7 week ,10,0,0,308.83,3274,1
14,37,Y,7 week ,10,0,0,53,3327,1
1,38,Y,7 week ,4.5,0,0,0,0,1
2,38,Y,7 week ,7.1,0,0,0,0,1
3,38,Y,7 week ,7.3,0,0,0,0,1
4,38,Y,7 week ,8.7,0,0,97,97,1
5,38,Y,7 week ,9,0,0,847,944,1
6,38,Y,7 week ,8.9,0,0,420,1364,1
7,38,Y,7 week ,9.3,0,0,458,1822,1
8,38,Y,7 week ,9.3,0,0,988.95,2811,1
9,38,Y,7 week ,9.2,0,0,680.12,3491,1
10,38,Y,7 week ,9.3,0,0,496.21,3987,1
11,38,Y,7 week ,9.4,0,0,169,4156,1
12,38,Y,7 week ,9.4,0,0,170.03,4326,1
13,38,Y,7 week ,9.4,0,0,72,4398,1
14,38,Y,7 week ,9.3,,,,,0
1,41,Y,7 week ,4.9,0,0,0,0,1
2,41,Y,7 week ,7.7,0,0,0,0,1
3,41,Y,7 week ,7.9,0,0,0,0,1
4,41,Y,7 week ,8.7,0,0,0,0,1
5,41,Y,7 week ,8.4,0,0,979,979,1
6,41,Y,7 week ,8.5,0,0,656,1635,1
7,41,Y,7 week ,8.7,0,0,274,1909,1
8,41,Y,7 week ,8.7,0,0,267.19,2176,1
9,41,Y,7 week ,8.8,0,0,544.79,2721,1
10,41,Y,7 week ,8.9,0,0,433.75,3155,1
11,41,Y,7 week ,8.9,0,0,343.53,3498,1
12,41,Y,7 week ,9,0,0,30,3528,1
13,41,Y,7 week ,8.9,0,0,83,3611,1
14,41,Y,7 week ,9,0,0,0,3611,1
1,42,Y,7 week ,5.1,0,0,0,0,1
2,42,Y,7 week ,7,0,0,0,0,1
3,42,Y,7 week ,7.5,0,0,0,0,1
4,42,Y,7 week ,8,0,0,110,110,1
5,42,Y,7 week ,8.1,0,0,930,1040,1
6,42,Y,7 week ,8.1,0,0,166,1206,1
7,42,Y,7 week ,8.3,0,0,389,1595,1
8,42,Y,7 week ,8.3,0,0,263.72,1859,1
9,42,Y,7 week ,8.3,0,0,530.91,2390,1
10,42,Y,7 week ,8.3,0,0,697.47,3087,1
11,42,Y,7 week ,8.3,0,0,405.99,3493,1
12,42,Y,7 week ,8.4,0,0,62,3555,1
13,42,Y,7 week ,8.4,0,0,0,3555,1
14,42,Y,7 week ,8.4,0,0,0,3555,1
1,43,Y,7 week ,5.4,0,0,0,0,1
2,43,Y,7 week ,7.7,0,0,0,0,1
3,43,Y,7 week ,7.8,0,0,0,0,1
4,43,Y,7 week ,8.8,0,0,0,0,1
5,43,Y,7 week ,9.2,0,0,51,51,1
6,43,Y,7 week ,9.2,0,0,413,464,1
7,43,Y,7 week ,9.5,0,0,694,1158,1
8,43,Y,7 week ,9.5,0,0,808.51,1967,1
9,43,Y,7 week ,9.6,0,0,171,2138,1
10,43,Y,7 week ,9.6,0,0,506.62,2644,1
11,43,Y,7 week ,9.6,0,0,690.53,3335,1
12,43,Y,7 week ,9.7,0,0,329.65,3664,1
13,43,Y,7 week ,9.7,0,0,305.36,3970,1
14,43,Y,7 week ,9.6,0,0,,,0
1,44,Y,7 week ,5.6,0,0,0,0,1
2,44,Y,7 week ,7.4,0,0,0,0,1
3,44,Y,7 week ,7.6,0,0,0,0,1
4,44,Y,7 week ,9.2,0,0,0,0,1
5,44,Y,7 week ,9.4,0,0,278,278,1
6,44,Y,7 week ,9.4,0,0,91,369,1
7,44,Y,7 week ,9.5,0,0,114,483,1
8,44,Y,7 week ,9.5,0,0,281.07,764,1
9,44,Y,7 week ,9.5,0,0,468.45,1233,1
10,44,Y,7 week ,9.5,0,0,530.91,1763,1
11,44,Y,7 week ,9.5,0,0,336.59,2100,1
12,44,Y,7 week ,9.5,0,0,107,2207,1
13,44,Y,7 week ,9.4,0,0,16,2223,1
14,44,Y,7 week ,9.5,0,0,,,0
1,45,Y,7 week ,5.1,0,0,0,0,1
2,45,Y,7 week ,7.7,0,0,0,0,1
3,45,Y,7 week ,7.8,0,0,0,0,1
4,45,Y,7 week ,8.8,0,0,163,163,1
5,45,Y,7 week ,9,0,0,642,805,1
6,45,Y,7 week ,9,0,0,271,1076,1
7,45,Y,7 week ,9.3,0,0,215,1291,1
8,45,Y,7 week ,9.3,0,0,149.21,1440,1
9,45,Y,7 week ,9.3,0,0,274.13,1714,1
10,45,Y,7 week ,9.3,0,0,322.71,2037,1
11,45,Y,7 week ,9.3,0,0,270.66,2308,1
12,45,Y,7 week ,9.3,0,0,95,2403,1
13,45,Y,7 week ,9.3,0,0,79.81,2483,1
14,45,Y,7 week ,9.3,0,0,7,2490,1
1,47,Y,7 week ,5.6,0,0,0,0,1
2,47,Y,7 week ,7.6,0,0,0,0,1
3,47,Y,7 week ,7.8,0,0,0,0,1
4,47,Y,7 week ,8.6,0,0,7,7,1
5,47,Y,7 week ,9,0,0,389,396,1
6,47,Y,7 week ,9,0,0,337,733,1
7,47,Y,7 week ,9.5,0,0,354,1087,1
8,47,Y,7 week ,9.6,0,0,183.19,1270,1
9,47,Y,7 week ,9.7,0,0,596.84,1867,1
10,47,Y,7 week ,9.7,0,0,510.09,2377,1
11,47,Y,7 week ,9.9,0,0,333.12,2710,1
12,47,Y,7 week ,9.9,0,0,218.61,2929,1
13,47,Y,7 week ,9.9,0,0,141,3070,1
14,47,Y,7 week ,10,0,0,26,3096,1
1,49,Y,7 week ,5.3,0,0,0,0,1
2,49,Y,7 week ,8,0,0,0,0,1
3,49,Y,7 week ,8.2,0,0,0,0,1
4,49,Y,7 week ,9.4,0,0,20,20,1
5,49,Y,7 week ,9.6,0,0,243,263,1
6,49,Y,7 week ,9.6,0,0,171,434,1
7,49,Y,7 week ,9.9,0,0,316,750,1
8,49,Y,7 week ,9.9,0,0,211.67,962,1
9,49,Y,7 week ,10,0,0,513.56,1475,1
10,49,Y,7 week ,10,0,0,99,1574,1
